"song_popularity","song_duration_ms","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","audio_mode","speechiness","tempo","time_signature","audio_valence"
70,191479,0.105,0.839,0.63,0,9,0.0669,-7.047,1,0.0805,106,4,0.393
34,176000,0.473,0.654,0.558,0,0,0.112,-10.171,1,0.149,92.757,4,0.0659
50,181672,0.00179,0.652,0.855,0,2,0.0404,-4.832,1,0.0441,134.009,4,0.279
72,234461,0.0241,0.65,0.912,0.8,10,0.293,-4.588,0,0.0406,129.999,4,0.191
6,149173,0.478,0.69,0.58,0,6,0.373,-6.474,0,0.0838,84.985,4,0.771
71,193568,0.0454,0.522,0.833,0,0,0.127,-3.715,1,0.0575,180.009,4,0.296
99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329
24,208016,0.565,0.534,0.73,1.51e-06,4,0.312,-4.778,1,0.0588,169.856,4,0.731
82,179506,0.263,0.677,0.556,0,9,0.105,-6.544,1,0.0306,80.009,4,0.521
57,243784,0.5,0.583,0.576,0,10,0.116,-6.295,0,0.282,129.627,4,0.71
17,167813,0.343,0.694,0.476,0,1,0.119,-6.98,1,0.297,114.939,4,0.549
46,146146,0.946,0.733,0.31,6.96e-05,5,0.185,-14.075,1,0.0582,113.592,4,0.934
70,203427,0.0387,0.734,0.724,0.000772,7,0.303,-6.935,0,0.165,101.967,4,0.501
94,194407,0.323,0.69,0.784,0,1,0.203,-4.653,1,0.032,106.066,4,0.669
41,186706,0.17,0.611,0.616,0.00018899999999999,9,0.611,-10.749,1,0.063,168.876,4,0.853
98,173799,0.555,0.56,0.68,0,6,0.116,-7.648,0,0.321,89.391,4,0.319
59,194363,0.0291,0.827,0.676,7.28e-05,1,0.074,-6.414,1,0.0481,100.037,4,0.553
2,168387,0.0201,0.741,0.913,0,0,0.103,-5.745,1,0.0945,124.032,4,0.816
31,214093,0.00968,0.532,0.675,0.124,0,0.0765,-8.526,1,0.0606,142.091,4,0.483
72,216533,0.249,0.653,0.677,0,0,0.403,-12.244,1,0.0396,114.37,4,0.888
15,194943,0.0011,0.654,0.901,0.25,9,0.349,-2.066,0,0.0504,140.004,4,0.669
87,190471,0.493,0.763,0.572,0.00118,11,0.106,-7.312,0,0.0595,151.93,4,0.25
62,271773,0.00382,0.469,0.837,0,2,0.117,-4.963,1,0.0397,157.045,4,0.526
44,174213,0.708,0.525,0.277,0,0,0.125,-12.129,0,0.0383,108.949,4,0.559
69,151666,0.4,0.815,0.856,8.34e-05,1,0.244,-3.825,0,0.122,91.995,4,0.872
24,227562,0.194,0.804,0.547,0,4,0.0888,-7.769,0,0.0665,126.013,4,0.507
44,210090,0.232,0.679,0.634,0,5,0.115,-5.024,0,0.0654,102.013,4,0.498
72,223189,0.0556,0.72,0.727,0,5,0.138,-3.882,1,0.0489,99.994,4,0.481
48,326093,0.169,0.77,0.744,0.00223,2,0.0537,-8.133,1,0.0937,106.15,4,0.548
89,183750,0.118,0.659,0.738,0,4,0.115,-5.072,0,0.0477,127.95,4,0.481
58,236400,0.772,0.457,0.404,0.782,0,0.78,-9.1,1,0.0598,128.01,4,0.479
47,240937,0.84,0.487,0.203,0.018,4,0.17,-14.686,1,0.0395,127.88,3,0.505
70,298773,0.497,0.851,0.849,2.05e-06,1,0.116,-3.383,0,0.0828,120.014,4,0.844
33,275666,0.276,0.59,0.72,0,9,0.183,-3.789,0,0.259,179.95,4,0.72
40,206200,0.0551,0.714,0.868,0,5,0.0987,-4.596,0,0.0363,95.05,4,0.78
42,180655,0.000838,0.545,0.976,0,2,0.0834,-2.674,1,0.0497,111.962,4,0.549
19,219720,1.89e-05,0.619,0.696,0.00555,7,0.38,-6.269,0,0.0315,125.986,4,0.727
73,185360,0.055,0.602,0.797,0,6,0.187,-5.084,0,0.0534,92.928,4,0.492
21,163000,0.642,0.675,0.312,0,4,0.0898,-9.351,1,0.0316,127.179,4,0.644
42,261624,0.0354,0.707,0.59,0.806,10,0.229,-10.947,1,0.0365,120.006,4,0.318
56,287960,0.269,0.872,0.641,0,6,0.0694,-7.736,1,0.0406,134.961,4,0.943
90,180897,0.268,0.738,0.629,0.00114,6,0.163,-4.882,0,0.0495,146.067,4,0.319
50,192235,0.0199,0.702,0.672,0,5,0.165,-5.179,1,0.0472,74.976,4,0.602
66,242946,0.0312,0.838,0.72,1.11e-05,10,0.422,-6.593,0,0.384,93.76,4,0.845
59,245195,0.00187,0.461,0.892,1.34e-06,6,0.0942,-4.807,0,0.0901,137.35,4,0.35
46,200727,0.234,0.702,0.317,5.97e-06,0,0.146,-9.8,0,0.0405,110.033,4,0.81
66,223546,0.121,0.721,0.737,0,5,0.165,-2.734,0,0.0324,97.996,4,0.931
27,326560,0.735,0.62,0.794,0.0891,2,0.318,-7.685,1,0.0406,103.84,4,0.924
68,208154,0.935,0.314,0.286,0.0258,10,0.0999,-10.191,1,0.035,172.021,4,0.278
91,183752,0.31,0.749,0.752,0,6,0.232,-4.883,1,0.345,180.049,4,0.901
99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329
74,230120,0.332,0.62,0.832,0,10,0.104,-4.848,1,0.036,144.926,4,0.481
43,132447,0.711,0.657,0.558,0,0,0.334,-8.736,1,0.0413,77.849,4,0.906
69,212106,0.0149,0.663,0.693,0,11,0.0778,-4.505,0,0.0311,66.002,4,0.71
82,185733,0.0339,0.557,0.54,0.00248,9,0.179,-10.484,1,0.0347,129.171,4,0.394
11,230880,0.000728,0.786,0.669,0,1,0.0346,-8.273,0,0.0669,77.177,4,0.832
64,236746,0.156,0.596,0.912,0.794,0,0.584,-6.74,0,0.211,110.013,4,0.371
67,172000,0.121,0.531,0.863,0,8,0.123,-4.082,1,0.114,120.055,4,0.584
92,201660,0.297,0.752,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533
74,166373,0.114,0.529,0.967,0,1,0.61,-3.647,0,0.0508,140.127,4,0.596
64,283898,0.337,0.771,0.705,0,8,0.123,-6.034,0,0.192,103.959,4,0.46
72,277040,0.0178,0.672,0.738,6.75e-05,0,0.0927,-7.045,1,0.0506,107.938,4,0.392
28,294640,0.00264,0.695,0.919,4.1e-05,0,0.062,-3.769,1,0.0381,119.002,4,0.717
51,187853,0.035,0.757,0.701,0.00228,6,0.32,-6.054,1,0.0414,120.005,4,0.739
13,222746,0.621,0.804,0.416,0.356,7,0.105,-16.917,1,0.0586,116.567,4,0.893
42,201000,0.099,0.758,0.568,3.41e-05,5,0.0775,-6.016,1,0.157,89.97,4,0.535
51,252066,0.435,0.5,0.407,0.00040599999999999,9,0.979,-14.585,1,0.0792,102.513,4,0.334
58,214066,0.0606,0.64,0.873,0.00159,7,0.151,-4.514,1,0.0409,99.898,4,0.544
45,265371,0.307,0.671,0.529,0.752,1,0.0782,-9.39,0,0.0777,89.981,4,0.176
11,272506,0.275,0.548,0.493,0,10,0.0634,-12.743,1,0.176,52.181,4,0.634
67,231760,0.61,0.519,0.515,5.66e-05,5,0.107,-9.448,1,0.031,80.329,4,0.714
61,205146,0.0443,0.755,0.575,0.00126999999999999,4,0.276,-8.392,0,0.0673,85.994,4,0.493
55,430013,0.0227,0.947,0.626,3.37e-06,1,0.0853,-10.106,1,0.205,100.6,4,0.724
46,285441,0.165,0.577,0.76,2.54e-05,7,0.155,-7.196,1,0.0914,146.552,4,0.827
48,152570,0.215,0.675,0.419,0.896,0,0.0975,-8.686,0,0.0453,80.022,4,0.0602
60,203066,0.0352,0.773,0.581,0,8,0.485,-8.466,1,0.432,94.093,4,0.711
59,183991,0.00198,0.595,0.887,3.91e-05,7,0.0518,-3.607,1,0.0387,124.073,4,0.571
69,227520,0.00129,0.64,0.92,0,1,0.0914,-2.597,1,0.0594,143.434,4,0.361
72,139804,0.994,0.412,0.00288999999999999,0.937,2,0.0857,-29.012,1,0.0523,68.711,4,0.171
46,235172,0.0161,0.637,0.0881,0.314,3,0.098,-26.984,0,0.113,174.079,4,0.168
67,128220,0.912,0.66,0.225,0.23,2,0.11,-21.099,1,0.102,75.06,4,0.213
62,188218,0.339,0.641,0.841,0,4,0.248,-3.916,0,0.115,76.957,4,0.523
75,153693,0.406,0.653,0.519,0.0209,2,0.101,-10.164,1,0.0497,98.883,4,0.822
84,201706,0.00183,0.938,0.5,0,4,0.077,-10.08,0,0.144,140.011,4,0.462
60,159645,0.893,0.5,0.151,6.54e-05,11,0.111,-16.107,1,0.0348,113.969,4,0.3
73,199521,0.345,0.836,0.614,9.86e-05,8,0.088,-4.543,0,0.311,101.97,4,0.603
26,162306,0.675,0.729,0.637,0,7,0.217,-7.732,1,0.039,126.489,4,0.856
69,230933,0.00115,0.568,0.907,0,5,0.0982,-4.641,0,0.0488,112.037,4,0.337
41,189946,0.0898,0.919,0.975,0.00253,6,0.248,-5.636,1,0.0886,102.982,4,0.884
20,192053,0.4,0.634,0.516,0,8,0.142,-6.05,1,0.0373,153.831,4,0.769
48,217451,0.0255,0.634,0.779,0.00103,9,0.342,-6.607,1,0.0361,82.003,4,0.562
58,250493,0.173,0.698,0.722,0,5,0.289,-5.319,0,0.0799,90.116,4,0.67
73,277173,0.0488,0.759,0.455,0.0134,7,0.25,-10.319,1,0.0457,92.02,4,0.134
69,270426,0.0296,0.6,0.931,7.1e-05,7,0.392,-4.647,1,0.0734,140.123,4,0.542
67,211567,0.64,0.536,0.426,5.88e-06,7,0.147,-10.446,1,0.123,135.872,4,0.375
39,214226,0.215,0.404,0.531,0,1,0.0521,-4.328,1,0.103,164.848,4,0.321
75,208485,0.243,0.697,0.521,0,5,0.189,-6.519,1,0.031,91.998,4,0.331
73,256000,0.219,0.63,0.449,0,5,0.0622,-13.243,1,0.0252,84.378,4,0.623
70,184880,0.49,0.733,0.533,0,4,0.171,-6.971,1,0.0357,104.506,4,0.483
42,237320,0.106,0.599,0.577,0,2,0.205,-6.813,1,0.221,111.41,5,0.784
41,202320,0.008,0.677,0.985,0.00891,9,0.0963,-2.017,1,0.0438,154.015,4,0.96
40,214373,0.0257,0.24,0.919,2.31e-05,0,0.0932,-6.854,1,0.0812,101.758,4,0.123
98,212500,0.153,0.841,0.798,3.33e-06,1,0.0618,-4.206,0,0.229,95.948,4,0.591
45,216892,0.13,0.556,0.637,0.0113,10,0.34,-9.238,0,0.056,123.139,4,0.271
63,255986,0.0558,0.847,0.873,3.21e-06,8,0.325,-4.805,0,0.0804,116.007,4,0.966
70,165714,0.00812,0.653,0.946,0.000207,5,0.126,-3.757,0,0.0556,125.966,4,0.653
66,203105,0.0487,0.503,0.843,0,10,0.344,-4.991,0,0.316,128.63,4,0.778
77,288333,0.575,0.624,0.653,0,8,0.104,-6.582,0,0.176,73.884,4,0.565
79,232946,0.0991,0.608,0.86,0,5,0.262,-5.324,0,0.0554,127.075,4,0.437
89,187436,0.0691,0.719,0.704,0,1,0.166,-4.724,1,0.0476,133.002,4,0.628
68,208893,0.0445,0.565,0.855,0,5,0.32,-4.189,1,0.0557,74.98,4,0.852
66,341475,0.235,0.474,0.731,0.00536,0,0.223,-5.582,1,0.0406,135.056,4,0.0876
69,256640,0.048,0.634,0.927,0.687,1,0.0864,-3.282,1,0.136,128.016,4,0.35
12,264946,0.0154,0.736,0.838,0.0608,0,0.0454,-6.932,1,0.0725,121.242,4,0.79
66,212701,0.0177,0.57,0.75,0.00247,10,0.197,-7.193,0,0.0383,140.063,4,0.578
90,190000,0.288,0.531,0.854,0,10,0.0773,-3.149,1,0.198,94.419,4,0.456
65,199000,0.0206,0.966,0.633,4.06e-06,2,0.0715,-6.392,1,0.101,108.011,4,0.767
66,155893,0.121,0.91,0.477,0,2,0.305,-5.259,1,0.418,145.994,4,0.313
69,191000,0.919,0.616,0.204,0,6,0.106,-11.421,0,0.0331,79.826,4,0.419
0,158769,0.0987,0.955,0.492,0,8,0.417,-8.444,1,0.395,130.062,4,0.904
55,194516,0.0273,0.6,0.911,0,3,0.174,-3.29,1,0.0547,123.944,4,0.619
70,192866,0.269,0.595,0.461,0.000149,6,0.123,-7.786,1,0.0641,91.976,4,0.338
48,265400,0.00599,0.598,0.75,0.000789,0,0.117,-6.76,1,0.0433,132.418,4,0.833
15,164960,0.751,0.767,0.17,0.203,0,0.095,-14.738,1,0.0617,127.152,4,0.573
75,267306,0.00211,0.267,0.953,0,1,0.283,-4.899,0,0.096,84.989,4,0.568
58,157573,0.936,0.232,0.216,4.93e-06,10,0.246,-10.674,1,0.0314,94.268,3,0.432
51,184320,0.0492,0.796,0.591,0.582,6,0.0755,-7.887,1,0.391,199.893,4,0.813
19,229845,0.324,0.42,0.477,0,0,0.135,-11.12,1,0.0821,181.176,4,0.412
42,227692,0.0254,0.835,0.591,4.58e-06,7,0.106,-4.604,1,0.306,156.04,4,0.278
70,184053,0.262,0.657,0.817,0.00674,0,0.248,-4.415,1,0.0554,107.995,4,0.651
63,215173,0.0468,0.519,0.825,0,7,0.0604,-3.087,1,0.145,154.777,4,0.581
43,121760,0.358,0.417,0.732,0,0,0.701,-10.841,1,0.171,199.58,4,0.662
68,271573,0.142,0.64,0.651,0.28,4,0.0341,-14.981,0,0.0517,111.676,4,0.801
45,233661,0.499,0.745,0.265,0.628,1,0.104,-12.612,1,0.041,110.003,4,0.121
54,205106,0.0177,0.464,0.832,0,8,0.141,-4.136,1,0.0525,90.102,4,0.71
36,212826,0.00579,0.352,0.727,2.9e-06,6,0.313,-12.256,1,0.0352,85.385,4,0.426
37,196911,0.322,0.947,0.749,0,0,0.173,-4.067,1,0.162,127.999,4,0.783
57,189943,0.989,0.323,0.114,0.904,0,0.0991,-20.17,1,0.0333,99.987,4,0.209
41,152800,0.526,0.757,0.701,4.84e-05,4,0.121,-7.345,1,0.0347,112.947,4,0.884
60,219173,0.0143,0.626,0.748,0,1,0.123,-5.899,1,0.0345,121.067,4,0.223
70,216842,0.106,0.746,0.587,2.99e-05,7,0.187,-8.172,0,0.17,134.992,4,0.203
15,184533,0.00146,0.657,0.732,0.412,2,0.146,-10.007,1,0.0399,106.213,4,0.835
64,179067,0.57,0.58,0.469,0.0122,4,0.193,-10.02,1,0.0332,152.867,4,0.56
66,199959,0.00926,0.481,0.944,0.000328,8,0.278,-3.665,1,0.231,165.02,4,0.396
66,287000,0.0387,0.426,0.65,3.76e-06,7,0.126,-7.747,1,0.0332,82.184,4,0.493
43,86709,0.851,0.784,0.384,0.163,9,0.101,-10.012,1,0.275,155.029,4,0.931
54,170997,0.232,0.705,0.778,0,9,0.244,-4.101,0,0.177,160.099,4,0.709
44,224253,0.00966,0.611,0.931,0.000125,9,0.593,-5.043,1,0.0921,122,4,0.9
31,203373,0.221,0.515,0.736,0,0,0.303,-8.231,1,0.043,166.187,4,0.908
40,260453,0.226,0.427,0.606,0,1,0.152,-8.028,1,0.0605,88.97,4,0.255
30,136960,0.26,0.531,0.804,0.000877,2,0.272,-3.438,1,0.0383,168.761,4,0.97
76,231333,0.591,0.794,0.448,0,10,0.109,-4.771,0,0.0539,120.055,4,0.588
84,145506,0.125,0.925,0.308,0,11,0.0933,-6.562,0,0.338,122.099,4,0.265
27,161946,0.754,0.605,0.837,4.11e-05,7,0.3,-10.059,1,0.114,157.225,4,0.93
46,225000,0.967,0.335,0.0392,0.0042,4,0.0952,-14.5,1,0.0412,183.817,4,0.356
64,201648,0.995,0.475,0.0297,0.962,4,0.104,-23.805,1,0.0699,76.815,4,0.179
15,169160,0.0411,0.718,0.887,0.00020899999999999,0,0.0607,-4.911,1,0.0766,115.975,4,0.595
81,182741,0.0783,0.975,0.535,0,1,0.107,-7.227,1,0.196,125.066,4,0.671
48,269490,0.444,0.469,0.449,0.565,1,0.334,-14.377,0,0.0512,87.111,4,0.19
41,195357,0.283,0.87,0.673,0.000198,7,0.152,-6.595,0,0.139,112.01,4,0.51
58,343360,0.312,0.605,0.605,0.00511,0,0.0601,-7.722,1,0.0837,147.736,4,0.418
47,228826,0.229,0.694,0.815,0,2,0.0924,-4.328,1,0.12,88.931,4,0.813
60,199245,0.559,0.794,0.368,0.694,8,0.0864,-12.725,1,0.0523,140.063,4,0.775
60,201361,0.181,0.766,0.664,8.3e-06,11,0.138,-4.171,1,0.121,145.054,4,0.584
75,269786,0.195,0.435,0.658,0,8,0.102,-8.179,1,0.0661,130.276,4,0.184
20,319840,0.0633,0.643,0.866,6.78e-05,10,0.0436,-4.673,0,0.0341,181.461,3,0.961
53,207719,0.00905999999999999,0.775,0.68,0,0,0.109,-5.508,0,0.0629,114.025,4,0.656
81,214400,0.0251,0.743,0.675,0.000717,8,0.0685,-4.267,0,0.0953,92.909,4,0.59
56,158746,0.0945,0.967,0.578,0,8,0.0786,-6.474,1,0.0993,120.041,4,0.774
42,246513,0.724,0.422,0.575,0.79,2,0.471,-14.307,0,0.15,106.352,3,0.0997
71,139293,0.231,0.791,0.761,0.00062599999999999,5,0.367,-5.76,0,0.0392,111.663,4,0.797
64,178173,0.884,0.582,0.151,3.41e-05,7,0.0983,-13.845,0,0.0353,136.758,4,0.197
56,299440,0.0154,0.619,0.584,2.47e-05,8,0.0873,-10.742,1,0.0255,107.28,4,0.577
27,459040,0.000173,0.799,0.752,0.119,0,0.0826,-11.465,1,0.0785,126.018,4,0.613
65,166827,0.974,0.236,0.0131,0.868,0,0.119,-25.88,0,0.0352,65.492,3,0.125
1,112269,0.307,0.703,0.827,0.00258,1,0.12,-4.39,1,0.0535,99.103,4,0.624
57,298515,0.673,0.557,0.65,0.122,7,0.286,-8.897,1,0.0424,106.1,4,0.965
31,93043,0.0921,0.776,0.925,0,7,0.0886,-7.03,1,0.171,138.098,4,0.437
49,218079,0.691,0.793,0.607,0,11,0.0601,-8.511,0,0.144,103.033,4,0.564
52,163880,0.0148,0.439,0.971,1.34e-05,11,0.255,-5.855,0,0.177,118.369,4,0.24
49,220538,0.0113,0.371,0.921,2.7e-05,9,0.43,-5.533,1,0.0784,109.675,4,0.508
43,203573,0.764,0.422,0.54,0.225,7,0.104,-9.449,1,0.0325,86.928,4,0.159
52,212000,0.991,0.202,0.00402,0.901,8,0.275,-28.875,1,0.0445,74.234,4,0.0975
87,179693,0.352,0.746,0.703,0,4,0.331,-4.179,0,0.107,166.043,4,0.667
20,247760,0.00491,0.645,0.754,0.185,5,0.385,-4.91,1,0.0264,142.014,4,0.721
92,187125,0.372,0.773,0.57,0.00524,8,0.108,-3.482,1,0.113,95.038,4,0.772
62,216742,0.983,0.403,0.156,0.933,5,0.109,-18.196,0,0.0388,117.306,4,0.265
69,235853,0.0875,0.581,0.895,0,8,0.111,-4.129,1,0.362,173.89,4,0.513
45,201666,0.799,0.396,0.466,0,0,0.0943,-6.106,1,0.029,168.053,4,0.556
36,225006,0.523,0.778,0.926,0.000473,5,0.151,-3.448,0,0.256,96.031,4,0.638
29,335293,0.0203,0.53,0.896,0.000112,2,0.749,-6.343,1,0.041,129.525,4,0.488
72,266000,0.0716,0.808,0.647,0.000466,11,0.205,-6.947,0,0.166,110.036,4,0.29
23,308853,0.22,0.414,0.7,0.000721,5,0.114,-8.838,1,0.0301,76.79,4,0.37
69,237760,0.0409,0.767,0.712,8.08e-05,1,0.132,-4.128,0,0.0324,124.091,4,0.804
44,385533,0.167,0.768,0.861,0.000143,2,0.42,-10.967,1,0.0883,113.599,4,0.779
68,290960,0.00719,0.409,0.92,0.00105,11,0.0823,-5.439,0,0.12,145.085,4,0.37
56,225626,0.196,0.825,0.274,0.000778,2,0.0581,-17.42,0,0.033,127.299,4,0.775
95,253390,0.099,0.816,0.726,0,5,0.372,-3.998,0,0.129,136.048,4,0.65
50,59600,0.902,0.723,0.111,0.857,0,0.104,-15.101,0,0.143,78.986,4,0.733
68,158733,0.00105,0.431,0.95,3.63e-05,7,0.272,-4.918,1,0.26,191.936,4,0.56
64,241706,0.472,0.48,0.79,0.713,4,0.155,-7.775,1,0.0353,111.025,4,0.446
75,296080,0.052,0.661,0.908,0,5,0.0708,-4.897,1,0.039,144.091,4,0.656
45,178533,0.288,0.922,0.489,0,6,0.0808,-7.065,0,0.353,139.999,4,0.443
14,178000,0.12,0.624,0.451,0,9,0.105,-8.93,1,0.0312,166.85,4,0.698
36,205415,0.165,0.742,0.785,0,5,0.268,-5.224,0,0.0901,133.927,4,0.852
69,230000,0.176,0.895,0.694,0,9,0.292,-4.384,1,0.275,93.944,4,0.632
70,201693,0.00251,0.529,0.932,0.00109,7,0.136,-7.501,1,0.0488,138.158,4,0.571
39,230933,0.00115,0.568,0.907,0,5,0.0982,-4.641,0,0.0488,112.037,4,0.337
80,183306,0.182,0.491,0.583,0,7,0.407,-10.964,1,0.0376,150.572,4,0.907
80,228346,0.0294,0.591,0.649,0,3,0.133,-6.72,1,0.0417,90.002,4,0.489
59,301706,0.00011,0.539,0.909,0.613,8,0.128,-5.741,1,0.0342,115.977,4,0.627
52,406986,0.000872,0.55,0.941,0.0854,1,0.101,-5.721,0,0.0413,95.409,4,0.746
55,190180,0.000785,0.621,0.935,0.00191,5,0.242,-5.516,0,0.0366,99.981,4,0.885
38,213760,0.0473,0.434,0.872,1.83e-06,0,0.396,-2.974,1,0.0702,71.515,4,0.732
67,213066,0.0109,0.646,0.923,0,9,0.746,-3.108,1,0.169,153.659,4,0.74
61,262571,0.0413,0.751,0.71,0.0378,2,0.0827,-8.026,1,0.0299,130.797,4,0.726
60,443480,0.779,0.582,0.61,6.54e-06,11,0.267,-6.641,0,0.103,93.658,4,0.826
26,197142,0.152,0.61,0.72,0,7,0.132,-6.058,1,0.0337,127.984,4,0.369
51,198200,0.0524,0.645,0.799,0,1,0.265,-5.557,0,0.115,146.892,4,0.782
77,245620,0.132,0.817,0.599,0.00031099999999999,0,0.0873,-9.249,0,0.0328,108.873,4,0.548
90,190295,0.269,0.601,0.775,0,0,0.0883,-4.612,1,0.0473,119.964,4,0.483
30,236525,0.902,0.576,0.291,0,10,0.103,-7.826,1,0.0302,67.887,4,0.283
38,237626,0.00659,0.935,0.732,0.00151999999999999,6,0.112,-7.358,1,0.298,106.984,4,0.314
53,206440,0.0414,0.788,0.96,0.822,4,0.0604,-5.923,0,0.0472,121.999,4,0.718
82,127200,0.0152,0.877,0.562,0,9,0.0933,-7.096,1,0.26,99.977,4,0.376
69,130293,0.577,0.67,0.724,0,11,0.789,-4.141,1,0.361,145.105,4,0.285
32,172013,0.976,0.645,0.206,0.0026,4,0.0697,-12.063,1,0.0506,137.94,4,0.795
42,162324,0.0628,0.634,0.732,3.36e-06,1,0.0494,-4.304,1,0.188,131.89,5,0.948
15,177826,0.00466,0.55,0.918,0,9,0.206,-3.159,0,0.0682,126.083,4,0.563
24,215706,0.0142,0.4,0.95,7.29e-05,2,0.266,-4.429,1,0.0543,149.981,4,0.516
48,388920,0.525,0.606,0.593,2.83e-05,9,0.32,-10.552,0,0.0561,96.38,4,0.932
70,214670,0.00153,0.545,0.747,0.00397,6,0.135,-4.877,0,0.0429,128.045,4,0.224
64,243187,0.0953,0.6,0.653,0,1,0.122,-8.309,0,0.0594,119.994,4,0.43
60,174429,0.21,0.57,0.725,0,5,0.225,-6.765,0,0.273,111.625,5,0.683
86,206266,0.493,0.792,0.56,0,9,0.0849,-4.125,1,0.225,134.044,4,0.505
64,154000,0.838,0.646,0.0828,1.2e-05,10,0.0934,-16.205,1,0.0435,108.826,4,0.293
72,204826,0.0426,0.675,0.748,0,1,0.0785,-3.947,1,0.0388,149.923,4,0.469
42,178307,0.203,0.75,0.664,0,7,0.23,-7.546,1,0.231,92.05,4,0.786
77,239026,0.0082,0.652,0.917,0,6,0.0509,-6.72,1,0.0548,132.975,4,0.459
68,227619,0.887,0.637,0.129,0,11,0.0719,-17.082,1,0.0346,125.802,4,0.298
76,273151,0.462,0.595,0.657,0.000597,1,0.437,-6.498,0,0.183,156.093,4,0.718
7,249704,0.263,0.656,0.466,3.06e-05,7,0.0607,-7.928,1,0.076,204.019,4,0.93
72,306453,0.396,0.645,0.786,0,4,0.111,-4.248,0,0.0566,91.459,4,0.738
96,179404,0.088,0.931,0.387,0,1,0.136,-9.127,1,0.412,125.978,4,0.376
57,145411,0.642,0.663,0.531,0.00412,9,0.0962,-8.452,1,0.0452,140.657,4,0.531
55,174576,0.433,0.717,0.459,1.89e-05,9,0.109,-6.075,1,0.0412,100.011,4,0.575
85,201253,0.0882,0.694,0.852,0,7,0.334,-5.34,0,0.257,107.178,4,0.377
35,148932,0.68,0.55,0.622,0.0339,8,0.385,-10.091,1,0.0409,139.026,4,0.83
53,191293,0.0359,0.465,0.711,1.26e-05,1,0.117,-5.139,1,0.0307,173.991,4,0.31
24,169000,0.23,0.73,0.225,4.27e-06,2,0.258,-15.429,1,0.032,123.61,4,0.596
64,183013,0.414,0.733,0.589,1.04e-06,2,0.14,-5.303,1,0.0381,91.003,4,0.651
44,259798,0.846,0.408,0.24,0.00253999999999999,4,0.104,-13.522,1,0.0307,147.585,4,0.434
50,162857,0.0933,0.39,0.787,0.686,8,0.116,-6.025,0,0.211,154.924,5,0.783
66,194760,0.0908,0.425,0.936,0.00469,4,0.201,-5.354,1,0.145,182.318,4,0.665
34,57732,0.627,0.433,0.897,0.866,0,0.251,-10.479,0,0.0429,105.002,4,0.798
65,232400,0.862,0.611,0.33,0,7,0.18,-11.475,1,0.0504,150.075,4,0.418
10,255893,0.0162,0.415,0.644,0.00104,5,0.109,-10.572,1,0.0442,97.494,4,0.634
52,245386,0.00353999999999999,0.436,0.899,0.865,10,0.109,-8.325,1,0.0318,144.93,4,0.611
58,113345,0.952,0.749,0.588,0.886,0,0.152,-6.558,1,0.0762,122.057,4,0.434
63,229853,0.956,0.358,0.232,0.896,6,0.106,-13.803,0,0.038,121.937,4,0.0742
62,212733,0.00063099999999999,0.246,0.768,0.301,9,0.102,-7.48,1,0.0387,169.873,4,0.35
1,130479,0.255,0.357,0.892,1.08e-05,1,0.177,-8.012,1,0.357,83.426,4,0.638
83,148459,0.000837,0.611,0.602,0,5,0.112,-4.89,1,0.0437,168.154,4,0.624
60,248363,0.00452999999999999,0.749,0.759,0,7,0.202,-8.065,0,0.0451,110.004,4,0.584
2,186477,0.00482,0.584,0.75,7.47e-06,6,0.0756,-5.448,0,0.156,89.925,4,0.477
92,187125,0.372,0.773,0.57,0.00524,8,0.108,-3.482,1,0.113,95.038,4,0.772
69,212853,0.884,0.374,0.276,0.0123,7,0.122,-14.945,1,0.0353,80.169,4,0.412
51,282358,0.00843,0.656,0.523,0.00166999999999999,8,0.0687,-6.862,0,0.0764,119.96,4,0.279
14,184898,0.00085399999999999,0.321,0.943,0.000113,4,0.461,-2.271,1,0.085,176.05,4,0.672
72,200579,0.499,0.611,0.35,7.84e-06,5,0.0844,-14.48,1,0.0356,76.064,4,0.36
33,271000,0.0298,0.537,0.638,5.12e-06,9,0.123,-6.587,1,0.0307,91.314,4,0.754
65,161431,0.118,0.677,0.492,2.52e-05,1,0.0844,-4.764,1,0.0597,83.962,4,0.166
48,352653,0.0192,0.936,0.69,0.00025699999999999,1,0.0822,-6.533,1,0.095,126.027,4,0.545
68,210925,0.0934,0.567,0.913,0.000124,8,0.114,-6.471,1,0.0736,93.35,4,0.792
60,199778,0.352,0.37,0.785,0.000137,1,0.22,-3.599,1,0.0335,155.876,4,0.393
98,212500,0.153,0.841,0.798,3.33e-06,1,0.0618,-4.206,0,0.229,95.948,4,0.591
69,216186,0.274,0.404,0.48,8.63e-06,9,0.132,-8.906,0,0.0303,129.162,3,0.2
51,180173,0.0142,0.586,0.782,0.00101999999999999,11,0.0673,-10.052,0,0.235,80.753,4,0.754
58,219340,0.19,0.681,0.495,0.0188,7,0.102,-8.06,1,0.0657,76.009,4,0.263
72,226533,0.066,0.877,0.558,0,1,0.0745,-4.896,1,0.342,157.027,4,0.493
